"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","Vwp_fail_rate","V_symptom_mod","Vap_fail_rate","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ev_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1552,-6082.79162397585,24.3295130378714,0.0065037517735631,0.000558342770003099,0.38342397300425,1.39153808139003,0.358243176682452,151.292855847552,0.992708086588283,0.00845202779138594,0.175482897387661,0.0888164863727644,0.762965315986655,0.0332224799508776,0.53059672746664,0.0138143757927745,2.05071578605782,0.04765327360221,0.298780256950448,0.0442914688294472,0.0215529164520341,0.0374384801666948,0.0450148120325244,0.0320362317960332,0.00938121481786469,0.0266753210293065,0.198760744875515,0.286068553050133
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",562,-6060.74317366818,17.497430748855,0.0130690315784856,0.000257126677407807,0.393492803790701,174.101804510702,0.0132310372029116,2.3773446965551,0.487438269931557,0.0269230535825629,0.0950215515118909,0.206913243623664,0.875037278621322,0.875873521018857,0.98308415726358,0.00540438769706992,1.87337249531887,0.167501746681394,0.294825131484302,0.0149857332740087,0.0259410675781145,0.0032312852574914,0.0324715177037251,0.00761977674769968,0.0272489081832068,0.0221319219577202,0.226088237745461,0.34545642006827
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",682,-6478.0173790104,3.40046054890978,0.0065282046619322,0.000165054999640657,0.108272982453671,124.456594912456,0.493592450599656,8.71555576759076,0.726699774875702,0.0273175933553028,0.227524444564042,0.277615951561566,0.934215443803705,0.892142755104501,0.302481688593405,0.0113155642824334,1.70978691513853,0.212947685270422,0.312372743235664,0.00701016298284041,0.00312748111179986,0.0391441161315988,0.0377581654868078,0.0339450970305899,0.0229486876814355,0.00972795007179059,0.23659549208257,0.297370104184904
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",901,-6537.66921561727,9.25481070454616,0.0102579791872462,0.000273365300526251,0.0561450271800947,7.03051079202339,0.179559768496726,71.7759374385047,0.670830146000327,0.00256579441927668,0.176983690139147,0.0194389187820331,0.0930406619819526,0.00226015959191285,0.471172741660095,0.188577740017415,1.16134873595998,0.800931573534669,0.138265987372113,0.0596544379468163,0.012005997406449,0.0323798176902425,0.0539963576615811,0.0399056529574299,0.0275438032385845,0.0582644001467539,0.188800585071988,0.389182960508041
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",536,-6167.37092402072,37.5835473103898,0.000712855773867141,0.000131643466398171,0.652520772957222,12.5345494060262,0.251103355670964,124.44368481368,0.89544847089154,0.00330215999466893,0.152336766579418,0.0944943638692907,0.361906702335224,0.818625035631118,0.629575602939437,0.662490258415448,1.82789323779659,0.348669919543654,0.0307471803732393,0.0225366949501913,0.0724387446605716,0.0550093060220544,0.00279899690560196,0.0204778428108073,0.0081157664390805,0.0294379571078702,0.274592790792066,0.483844719938518
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",361,-6023.38108470916,4.21342975505695,0.00292295878169355,0.003006396497613,0.772698334340757,0.225877497817326,0.697377704149825,7.94025803838476,0.0165823202741769,0.102114559797676,0.299709804487605,0.289011073195504,0.436278477863869,0.83004473967043,0.0310428309124204,0.00039651663240436,1.85307910944161,0.332447925748806,0.367912415002324,0.00369274739785493,0.0178230165980739,0.0111594609563963,0.0257656965385922,0.00803415471529484,0.0232193242515948,0.038340895270739,0.0907085424635163,0.413343746805613
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1008,-6344.03075944535,13.2217132356875,0.00280836569555877,0.00703343486563001,0.909658700100143,3.24861109347515,0.159559206354823,7.98626358373304,0.416622324976303,0.00593606423295082,0.171430529458402,0.102519134526036,0.425501785749642,0.0526701861917831,0.361572154288657,0.0770320045417223,1.20542204043554,0.28435748854842,0.122626767841769,0.0507542861759029,0.0183484640909828,0.000502721445791449,0.0117305423513327,0.0128060638018431,0.035085895189083,0.0486626091266144,0.158303123982867,0.541179525993813
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1518,-6073.38250057423,29.7014272211629,0.000249542759407843,8.97602422976203e-05,0.425061173043161,19.922487657478,0.555242652909481,140.958512033756,0.132586273467744,0.0169430626026074,0.163474451263949,0.154635567108508,0.984846882433836,0.168122548619871,0.602937443015099,0.0677300224068668,1.75583853250395,0.22933357576078,0.114143955817687,4.36238861743313e-05,0.0359413717798874,0.0452543514643491,0.00425033217506839,0.00665948714564879,0.0334066904809832,0.0431881000063825,0.287679165237132,0.429432922006688
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",930,-6657.79447740209,7.98725661720664,0.00216277931314659,0.000590455111659184,0.992971045524917,16.4768372055266,0.963579711099841,0.45715261754483,0.552796309910206,0.0859165294513318,0.209827798289597,0.260823355685273,0.809871880385854,0.18612817979209,0.187974261400092,0.00557430181380748,1.9147102127935,0.142248072628741,0.361785494829462,0.00316925947117353,0.00636722567007362,0.0279051128203669,0.0147454594573998,0.011045441522752,0.0289073074537841,0.0436893484982086,0.213696424495771,0.288688925781009
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1124,-6108.59691329903,13.0237240903129,0.0016033007354501,0.000714616792524856,0.498451587290093,19.0344648492004,0.775992023116951,112.041675233501,0.209897667787885,0.0149330288779321,0.185395600068516,0.0458539998246599,0.413754763216559,0.379288901053809,0.442260005141294,0.0228483144529687,2.0275634668444,0.0802725881976736,0.0291837498447006,0.102581611947419,0.0960684402734999,0.0463652111121386,0.00101667786587226,0.0319306101616694,0.123316466971243,0.0195666983812106,0.0691951835526749,0.480775349889571
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1011,-6133.46735875781,5.16220878639889,0.00386760420686305,0.00366807280773543,0.160317836132368,21.7209210270225,0.699290129123697,35.3964938752452,0.153481122613429,0.00257406639715819,0.0922465029762317,0.00901499173223789,0.859571539884161,0.153348113501171,0.855838239856391,0.153412106423986,1.86243228541182,0.628014428524869,0.0987635097305256,0.0473174347754701,0.0382695444531864,0.0505182040385534,0.0552617169479238,0.0445565166475395,0.0457680597922073,0.0401023320648263,0.34481916494039,0.234623516609377
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1398,-6452.57433702628,52.8883590876802,0.000879473349309046,0.00371798162873915,0.324306678052441,49.2124036295158,0.0202761271900138,159.258561290699,0.103055333468762,0.0755559129318215,0.409687490472744,0.0971235533521105,0.679774642141808,0.0319071006331791,0.0821958263434921,0.012937604805925,1.51868167464026,0.281620756399208,0.15428185990154,0.017379320517977,0.00515392845295761,0.00884439404936559,0.014599338110971,0.0517700395674406,0.0369399004392019,0.0276155624505211,0.330635283856601,0.352780372653425
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",220,-6184.38191505503,11.996964524649,0.000122518394649473,0.000723818674955253,0.788785246987223,9.62822079038782,0.463476097448064,13.486679221922,0.390646460746493,0.425586773326952,0.147927170099745,0.0255185376740187,0.678362976885293,0.0761183143774817,0.0407788972438182,0.00387933897875473,1.69303826322739,0.101062416923663,0.044109082112667,0.0461066722777033,0.0191702601425872,0.0343264252756127,0.0382668009835533,0.028392210513485,0.0145908202323179,0.00306193323360461,0.368486501137352,0.403489294091117
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1877,-6177.22053795384,26.3328636688235,0.00427723816446756,0.0027121795286346,0.796003361720952,66.9392536928385,0.998284100811998,19.6702289362916,0.636632025751227,0.0091019526488468,0.0882314729966529,0.0227028491846836,0.985848175301832,0.624295814761965,0.929342928291791,0.0372118285892075,2.16593010068103,0.982739349218165,0.264976258167559,0.0273385066318234,0.050952817261845,0.0478785449397665,0.0526713367691682,0.0375485393634599,0.000298407376685524,0.0101522668141078,0.23747500656531,0.270708316110275
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",814,-6248.66634176979,43.2268544050639,0.000127737091720074,0.000339215286876855,0.595655555271205,14.8020358699615,0.905784884695619,33.9206186035321,0.311789590250214,0.217743687797681,0.282528901027868,0.0681477628473788,0.417273538669004,0.296466720099542,0.0349687671157889,0.0239195114389754,1.97755612189711,0.827643941612977,0.00285176648217156,0.0600320424880251,0.0531083995068152,0.08368769301718,0.0607787395017356,0.0498494523518454,0.00688414629086051,0.0639805075480782,0.109205745483098,0.509621507330191
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",666,-6212.25543916617,15.0041774838635,0.0100765812690033,0.00162480401736843,0.0385224785168959,11.3266319668893,0.336129666835469,10.2445457337055,0.0726030871590584,0.02440454494699,0.335664262503996,0.0768646706156798,0.919366337633947,0.218639352503858,0.197853180976803,0.00794840968138035,1.57938651486252,0.689959180977858,0.00710171114521214,0.0554454628512639,0.0566852567202579,0.0687225705335699,0.0269875398458308,0.0497336392550133,0.0251685277069399,0.00605356766018426,0.408475213169414,0.295626511112313
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",752,-6182.18091545786,7.47292997331352,0.00327741926107016,0.00214955842560963,0.230375164326805,97.9609378913984,0.860802431104844,503.022588068882,0.835018993659735,0.000920652254960848,0.157477219678495,0.118460325010839,0.00250396528866115,0.206900587364181,0.517650094850679,0.422832909750893,1.38498019888118,0.290269694603427,0.0414423503405357,0.0496282555661823,0.0055245550811746,0.0354553965891674,0.0229773836339172,0.032795871022083,0.0342932489338238,0.0181321690235523,0.381605010074774,0.378145759734789
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",951,-6212.069645396,7.00159989355847,0.000308595283552018,0.0135312343811052,0.77632258962313,190.617064267374,0.0292578217523757,119.302953457238,0.0122389212779458,0.0109843778269392,0.158646990661134,0.109942750447559,0.230013242767535,0.0578139299017798,0.602502857021248,0.109505291725749,1.98411818430085,0.0195266887817399,0.0971846061904225,0.0105081161781703,0.0166549772530993,0.0378123267754132,0.0318457488483319,0.029988810047282,0.0194295079008152,0.0362413055416014,0.461247672954372,0.259086928310492
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1060,-6512.94042940284,12.5434952291827,0.00344555572803698,0.00136002023285616,0.161214261012349,14.0568815234821,0.935050269263267,23.6768201159636,0.963755817234828,0.0871234011585059,0.141907539227558,0.0645502861417442,0.89251425332589,0.421707437714745,0.437819279560598,0.00628236576769289,1.36385640636843,0.947293498376394,0.407647922699954,0.00882023091363295,0.0201830262514957,0.0384726502609334,0.0335215896563592,0.0504512269472878,0.0346444652267798,0.0461446000892892,0.183934279890103,0.176180008064165
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1542,-6302.32576857178,1.40527897572127,0.00290909298188709,3.93159177883854e-05,0.844829128744365,68.161376759716,0.965177218374925,15.0718205911187,0.72613089808418,0.353835971056635,0.126511276696864,0.125920926858487,0.0583331671535043,0.0551033382483561,0.404442558634846,0.000928906406930535,1.49456551901588,0.281405949149921,0.308459702248078,0.048635817864389,0.045439006922733,0.0262120060168969,0.0533741366316451,0.0438289684929123,0.06164973487779,0.0448045069665991,0.24790847689629,0.119687643082666
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",707,-6271.67128210867,6.41554531265969,0.000184553677453036,0.0278598633509908,0.918691875922396,40.1495337319709,0.994019984890204,89.952807500801,0.12389499470532,0.00588591979493456,0.145063543733736,0.245383080759946,0.46946708134512,0.720388339193457,0.571712966440232,0.165446524838979,1.89870064654035,0.413925428890303,0.278240483392808,0.00160622000905764,0.00377029638214433,0.0134461415516206,0.00426729333310377,0.0145455726862755,0.0146400108111608,0.00565630944285974,0.315706221602043,0.348121450788927
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",523,-6130.43623090139,1.95639973930899,0.000598523108760235,0.000334220021846164,0.417843484124519,43.1781111643224,0.221207862441343,60.4576498071519,0.848829150935176,0.00293032343666132,0.134621223242648,0.164448278331946,0.95905108846827,0.567019859907807,0.545886282208323,0.579816571829956,1.57860991259576,0.239931315052384,0.0101838520324865,0.0127224639469104,0.031212356626586,0.00256688134728971,0.0593786264411126,0.0619263049592428,0.0163784483476673,0.0154517722814713,0.615141406371255,0.175037887645979
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",40,-6422.34187064761,5.14111475219093,0.00258540652262532,0.00161447671800054,0.650063041367974,114.226398223179,0.544524575588465,111.173105324168,0.376600553494008,0.0623030306975694,0.071918567890712,0.161589973428506,0.687421998571188,0.0459672294695291,0.988943606409138,0.157441978577827,1.68737730519956,0.217842683687737,0.372015199129154,0.0224616067336799,0.0416223452707893,0.0528784986906911,0.00408303859464632,0.00626229681623421,0.00599937509744353,0.0458923438666682,0.213367541418689,0.235417754382004
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",49,-6445.57389590248,7.68863662249282,0.000186922494171013,0.000713305681856142,0.434856988912921,69.6593496941139,0.208791998778366,3.23028636038124,0.249180557838121,0.80351296102107,0.0867264960879879,0.0597580681412821,0.88834377581544,0.00351135605572091,0.865239106321182,0.00413751179664043,1.68614563332461,0.0684855610156864,0.163661943542833,0.012155539956733,0.0364809756782932,0.0349828827422072,0.0453315125588039,0.0279084680996731,0.0441016051304371,0.0260070602962379,0.446398799219216,0.162971212775566
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1308,-6168.61991245199,14.4813887539278,0.0137286968101696,0.00102134632171288,0.958014004703852,11.1007534659685,0.458500158106524,122.045901238525,0.878756733751585,0.00240487348623387,0.102818250149644,0.121275456309933,0.848916339371044,0.0529408128428094,0.790984025860345,0.0502534688426165,1.74683870918041,0.632022294318449,0.260232182507379,0.031940040442505,0.0560800120790294,0.0459322581744223,0.0349584370386289,0.0278998341269748,0.0178953228208846,0.000278639626450622,0.199725924602244,0.325057348581482
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",915,-6526.65980968917,1.76228636224247,0.000538356929313537,0.00561419476197449,0.820935691257331,6.28177163371803,0.880978962024178,10.550052903033,0.411347500317349,0.0818985242939631,0.558205074196474,0.018546778191213,0.133248076910429,0.853115574897726,0.0366292817581151,0.012789835117704,1.46715591806899,0.905948485587457,0.274461066909582,0.0289784762225737,0.066398597096322,0.0311592082216006,0.0600625850038845,0.0455711448935268,0.00640354644758337,0.00938540954645485,0.287308190929537,0.190271774728936
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1196,-6721.12269527331,21.4290089264166,0.000467301504850615,0.000185740745509761,0.884131762244993,58.229168470071,0.369688470815143,64.3502979632768,0.220678809293501,0.0248054349775647,0.156132638524578,0.0786887397437999,0.982395958610891,0.867601815600154,0.283331522681609,0.0326991924642248,1.62875973210027,0.0322496408139263,0.410462425988718,0.0428513042878863,0.0270520110492603,0.0102338528331325,0.0413001930398573,0.0413641160930636,0.0317297092405926,0.0102844491173594,0.0664840891586986,0.318237849191432
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",183,-6314.37330651056,11.1246456136568,0.000664888614862829,0.000606146853144627,0.381913162620973,851.618693590015,0.325145611932167,573.615984581137,0.646993127830973,0.0541055983940585,0.0786194336434307,0.0528807801782422,0.283490911831997,0.246533970316712,0.985522833621231,0.0389583193670713,1.85915058904341,0.587678270271007,0.168475102717114,0.0300475740459586,0.0422787898521297,0.0172976465286887,0.0136658130583005,0.00838037412986374,0.0318902370947847,0.0333527167856026,0.247455245143929,0.407156500643629
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1289,-6133.50788834916,10.7117564571022,0.00479791037972054,0.00311468123923603,0.349046602588134,106.735146298687,0.0560679092388996,73.9895835299,0.545970003650582,0.00786405252268972,0.180047492807354,0.191444434288948,0.00143482928771687,0.25260491131806,0.387952491335811,0.0635382295508746,1.57661851347533,0.232740467880671,0.0795752301679582,0.0396330112576401,0.0490897125337366,0.027422907910298,0.0380531371668258,0.0152452802625924,0.00176774848752727,0.0322969273395544,0.522064814119403,0.194851230754464
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",712,-6242.71047939714,15.4772934730478,0.000557503217175588,0.000504005436404233,0.938603013992042,20.529116518501,0.312679824413671,8.85113935637873,0.107510507937571,0.0182767204696887,0.110565366410685,0.100372633568984,0.507897435533896,0.336219781616265,0.922372727278072,0.0351247392383598,2.03707768144444,0.315286487629119,0.430965366731784,0.0409089717202065,0.0461780003424673,0.000969182548524483,0.02303552508532,0.01296903274009,0.0152627952796691,0.0138511534052981,0.155039144970194,0.260820827176446
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1105,-6372.67440367002,3.03381480270205,0.00226912972240627,0.000924655523688323,0.340622868593227,9.03725358463642,0.451051523756925,4.27890180388472,0.0132975986851202,0.168143240738366,0.170104504780373,0.0929096902676668,0.76666351072974,0.0147948334007443,0.336781807548763,0.00286019105145863,1.36558698163,0.0333446864672838,0.235386945535531,0.0271926465029174,0.00615487894485081,0.0262347994870353,0.0468144743977755,0.0423490011874479,0.0245928521253413,0.0349709679342115,0.079130088061781,0.477173345823108
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1254,-6539.12107790321,18.2879226597406,0.000162379626179845,0.000257693763704015,0.488400952617959,46.6564582156304,0.77742350300193,81.9314625330017,0.969262367571636,0.269515525649188,0.147872254899981,0.170409568170622,0.96111292821199,0.795294017497395,0.159417922985461,0.00507584755812693,1.4516686434093,0.185629426392792,0.122465160332648,0.0127544270506828,0.0314154835222568,0.0336522351032195,0.0346785751646445,0.0524242106234727,0.0344627452039182,0.00177068987342651,0.203173270904236,0.473203202221495
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",782,-6273.60686070414,5.73806025788285,0.00299745022878419,0.000188709836188708,0.404417122674994,113.805617250595,0.534522055516679,55.2866826323018,0.408655773824661,0.0205212140972648,0.122655023498158,0.0874685923935846,0.968157543945485,0.120507964582258,0.728387454757061,0.00745090036912049,1.66944303178891,0.948647378719463,0.308390705622662,0.0228194592792118,0.0127283173077566,0.0201500953698712,0.00465066247845037,0.00361175781997884,0.0273448585358114,0.0200245874935916,0.237205058711492,0.343074497381174
"US","waning.same.protection.diff.symptoms.same.transmission.same","all","two.weeks",1439,-6186.48881303593,18.5899792452854,0.000904366944356882,0.000709562631628112,0.121669780264022,33.2285388570961,0.0140306186049047,360.545950865411,0.924649362946423,0.00959493033989965,0.430606070121087,0.319141610274238,0.98195476723144,0.0842237433171538,0.207257643749557,0.0542067716078783,2.33592763854533,0.937488269082346,0.011873325099522,0.0388637396729917,0.0511013804997383,0.0558895272993788,0.0127121862718788,0.00217397367698473,0.0159395843774815,0.0498946781157248,0.534160088157763,0.227391516828536
