"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","Vwp_wane_rate","Vap_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","V_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Awp","beta_mod_Aap","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Awp_0","Vn_0","Vwp_0"
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",695,-6057.13373081753,1.90598269109063,0.00806067966302321,0.0167734227272819,0.00236684791744259,0.94107091006453,97.7119325769029,0.998971835515685,38.502401237165,0.0291784220496247,0.0969620943976377,0.162082131013312,0.997289707558486,0.166020649955814,0.412502471723917,0.746137517581266,0.00616269131438506,1.75550175532666,0.135706467770577,0.0344579466745181,0.0209678222671209,0.0197377732372481,0.0424294706418112,0.00513103028012815,0.0202150886565638,0.00588914425428978,0.0170769439281735,0.396513540332082,0.437581239728064
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1808,-6105.87947512378,3.23280171722805,0.00110903725176395,0.000943366685929511,0.00105884942307646,0.238163691356867,14.6370589186583,0.072003623594164,104.812213325628,0.00106110445926581,0.109111064148389,0.193613208081951,0.425789357202102,0.102077835285085,0.728914103434236,0.744898813175635,0.750963817122018,1.77530455335431,0.327666834767596,0.279217625378061,0.0125289580914122,0.0165474162088051,0.0263666562543081,0.0017415863550619,0.00583164934887357,0.00311128453618989,0.0370285094745858,0.371342524717504,0.246283789635199
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",475,-6191.87843997642,8.64575144585455,0.000592315545256204,0.00037580008138555,0.00861135613298054,0.483124299149193,4.68199448739884,0.75600266453153,23.4615575328734,0.0994653933528439,0.163125831785885,0.0832065339199066,0.901333797226853,0.368046961901923,0.901366756246581,0.371298357258394,0.00629986046551966,1.70982685287261,0.0431535345144687,0.073575526037142,0.0669189639516896,0.0263418186199618,0.0256504898793306,0.0250609956731592,0.0433880202715953,0.0051099518031475,0.0410503159865035,0.335448676502274,0.357455241275197
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1202,-6231.63822511671,4.10844737009529,0.00183599275438742,0.000237828257222039,0.000720136650007313,0.918450409258412,16.3464571481657,0.893988287787951,67.1848317302959,0.134230628947663,0.129028917289217,0.0711015083867632,0.335119513897655,0.0111178336643528,0.209359237756245,0.563933410271076,0.00830816198463868,1.46095953393357,0.187202281696163,0.137649469409715,0.00198841438085608,0.0560190073111621,0.0489632082537448,0.00380396880229235,0.0333003406632195,0.0193617592801171,0.0324260678435823,0.386629569633387,0.279858194421923
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1324,-6528.06218383081,66.104439560425,0.000573472517024866,2.11126772132277e-05,0.000140839468275924,0.757230460114754,101.798308520857,0.0732795227775942,37.791820713715,0.0591875595931173,0.20460882684216,0.0613868463450572,0.626639128269713,0.967661181977013,0.247617982505192,0.516227095584712,0.0124729649312602,1.5339859933218,0.910447692305625,0.0522692100344841,0.0302108120339205,0.0629481133953605,0.00942195587979761,0.00341504935286043,0.0500898392752442,0.0139898335275807,0.062561791873632,0.226554843953674,0.488538550673446
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",912,-6107.58406090466,1.10501725401578,0.00233864910102061,0.000165919512044328,0.00349229293283049,0.858829396455374,404.333616000098,0.154315880977759,10.2353905047508,0.0142600342884168,0.121428734192326,0.19341338759242,0.584839516909648,0.848818997719637,0.982087497442424,0.769498954635036,0.0186214744508021,1.74741417432085,0.118122304135909,0.109964829150419,0.0192379441112987,0.0302706735213143,0.0203584974356883,7.71388526999295e-05,0.0119312393567314,0.0134580873619507,0.0433193823818776,0.335273382717641,0.416108825110379
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1797,-6015.97911173799,13.0344265274184,0.00468973901012905,0.00337007023503893,0.000153993351223931,0.229639699711404,59.0264348594084,0.98991699754649,12.1524012571815,0.143967359055127,0.288521569163563,0.122643664566063,0.911027168012674,0.407075031812098,0.482464762127423,0.0933376605857488,0.00107449435773638,1.58267553518432,0.186014162534745,0.0516340490656793,0.00087849337700221,0.0326684653357084,0.00266624166643086,0.0393344277133223,0.0310965577268335,0.0323566376703432,0.0189154038205685,0.542126840983432,0.24832288264068
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1741,-6213.7245948075,3.90032044609816,0.00783112139220572,0.00445901619641255,0.00570210230142788,0.964290327204104,21.5086434703856,0.779003918264787,27.7490286360795,0.0364623443467183,0.0752679275430999,0.0815183429786586,0.0373322564887439,0.892808615487312,0.645010204883624,0.985175125569532,0.011643408308036,1.72219744765691,0.0432502859876455,0.070947893861146,0.0293428015211565,0.0493539605527112,0.0450166703206858,0.0387993708270489,0.0109056553614922,0.000296648613329955,0.0691466061627646,0.370336269567459,0.315854123212206
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1129,-6163.439263528,7.87970346033583,0.000735393804870334,0.000780729701332265,0.00228759367304346,0.675662853957107,109.636117080691,0.398093315192977,168.60178790755,0.00277800967044702,0.110203212015603,0.0780535993080483,0.684332289354664,0.269810925775451,0.297139881559216,0.769096090027351,0.186796690681927,1.7131670638579,0.086543331815317,0.0632902143360985,0.036908784955098,0.019458625350618,0.0384460064379692,0.0482512777119628,0.0427361860354498,0.04376189241008,0.0417531479828703,0.187976171394041,0.477417693385812
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",72,-6245.74555587411,5.93908820857025,0.00250848942317501,6.70546140347307e-06,0.00571478354264022,0.502324678654719,3.17786174154792,0.291616762608296,529.275798434398,0.00307773834235104,0.201868358569654,0.029009041494404,0.998612025277803,0.737728551754882,0.0585942824995888,0.274686131853084,0.0605974369747563,1.76386316977954,0.892829084694765,0.359499926698302,0.0345893862357579,0.0275826490957134,0.0222273557073677,0.0112999182985903,0.0441400229551233,0.0228248760482725,0.043134737403127,0.0560949062740821,0.378606221283664
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",796,-6167.98942510439,1.52422655819834,0.000100872070437,0.000266699882119807,3.94368783684997e-05,0.800130919803843,20.0544752403749,0.84739692362302,15.0619813148179,0.00504158675893227,0.093070808238606,0.145266136427133,0.890204726011298,0.45433649943396,0.394121888968396,0.801166511574408,0.30138741031632,1.85266886225145,0.553467431026366,0.0343003947634105,0.0379891602405664,0.0190481258393337,0.0202892572258814,0.00380760070258764,0.0417087535755179,0.0164113769012054,0.0386727031096049,0.235672444861809,0.552100182780083
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",838,-6189.57291617573,7.81960418285549,0.00138230248510997,0.000293898558349712,0.000963249137894817,0.40993043665736,21.1261738414788,0.273419197338183,74.1095414374594,0.045244251714553,0.0999836199337075,0.0672420172930218,0.894147048027779,0.0292009761901374,0.85717941373999,0.987287333816245,0.00944007050062729,1.69224746734041,0.383277018572991,0.132301080136362,0.0370753855589576,0.0292442188724948,0.0206459211420201,0.0348174788443751,0.0318303947949733,0.00386696378583215,0.0213379816031289,0.286368519234163,0.402512056027693
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",426,-6752.09702547188,74.7116370412578,0.000127332269290857,0.000375571954933195,0.000224193729440342,0.529546902373319,42.89001486569,0.728388096687828,138.407024908664,0.0131233003872886,0.156507639134989,0.0532809466550943,0.962529667116916,0.90375741005434,0.308876860732029,0.24550075861897,0.151259945541452,1.37244128786365,0.339586941371452,0.317405988429703,0.0304100034812573,0.0227332893247075,0.00093849494021918,0.0123148014197071,0.0116221155236606,0.0114518919065633,0.0421169892771789,0.42385643740571,0.127149988291293
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",536,-6142.87997659328,5.57679907998747,0.00394295598936221,1.47738900857206e-05,0.000892171694029003,0.0238914723988338,24.5915373907537,0.739991024249973,260.004811817569,0.000832388380968127,0.181605003049655,0.0658453738776836,0.838462685674332,0.450162932584334,0.796304825819278,0.426004962858788,0.444460153963459,1.62105877393808,0.368498724265527,0.178714177705708,0.0539455186111059,0.0403164970065959,0.0022051975724834,0.0156323390981216,0.00630149328738554,0.0226254177584634,0.0205080626537634,0.350007174989747,0.309744121316625
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1417,-6121.4190645226,8.55830397494071,0.00354649379271367,0.00399225593279067,0.0013186123042993,0.250591253807008,34.6537766435087,0.438049720380196,19.1779627483239,0.0126562251824134,0.201708798948002,0.131873684334816,0.377792105560977,0.392759109426279,0.736983248682656,0.405848068132244,0.0257418471547897,1.84123465328116,0.00810190502236686,0.0700643094266678,0.00909097084223092,0.0122763798486382,0.0179217540274924,0.00542560185487352,0.0163574658469774,0.0117149733300762,0.0816557796606583,0.641049866927359,0.134442898235026
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",146,-6150.73864656918,6.05527955167914,0.00153480518748145,0.000166669913640511,0.005340307937789,0.33561805274477,41.9041689976226,0.124893639088798,211.892145332713,0.642276956294264,0.149660517675509,0.11638493990486,0.371730166433372,0.390311290582138,0.805732874103325,0.032054771349105,0.000842791265038131,1.99008486446802,0.17642694237128,0.00731060413232505,0.0223404175992986,0.0040638118019628,0.00386798205233928,0.0887029354408874,0.0527505825164581,0.0859524952046032,0.0947053238659192,0.103980699920731,0.536325147465476
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",596,-6262.80792481484,11.4185294081468,0.00628184352706247,1.26160661682438e-05,0.00692321392895378,0.911214451178476,7.41415456237034,0.157786811828945,73.9926995589388,0.00736247803983897,0.149584034473442,0.0747440792805829,0.0459890147058371,0.598096449109298,0.551279881787778,0.552468498785055,0.0665443609146266,1.6614913774272,0.0403310485451721,0.443963762784828,0.0122479936231942,0.0440628041272631,0.0151146964441461,0.0155114420236866,0.0414870405132686,0.0157130025104542,0.00411653828645686,0.238722178267104,0.169060541419598
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",14,-6608.63713431455,198.711198541165,0.00113043749740442,0.000231592937764206,0.000453688118907631,0.891020720584349,13.5901037166969,0.918343519585659,5.38053828396049,0.00112982743815177,0.213880322163311,0.221894645859605,0.500278321919348,0.00699478593869738,0.186925787270011,0.320826902299647,0.266547352328053,1.75499778376131,0.303846107266868,0.112879786530004,0.0584462182755317,0.0072074118759737,0.046790931295031,0.0327152404504549,0.00705869539685399,0.0390237770249572,0.054331345762648,0.360353388815031,0.281193204573515
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1540,-6381.38662687649,15.7226976740685,0.00311431054454455,3.63952483120728e-05,0.00424909270659087,0.549553676517078,44.0876714075332,0.336519856410323,11.8499825292165,0.0163198919961161,0.150852871513339,0.10422261873822,0.590537494384579,0.871477721825497,0.720258652208155,0.540460011759051,0.0240416402588176,1.71109770237012,0.0280434451978797,0.359543056830945,0.00132619324424453,0.0583139891204143,0.0557812373597953,0.0157074433612079,0.0308980435010449,0.014376434520348,0.0143799042880316,0.023311873399547,0.426361824374422
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",154,-6324.78263033983,16.6676258907736,0.00135280927253896,0.00421281359179246,0.00136793005814138,0.403974162251035,36.719890145797,0.391928436068082,45.1861193492796,0.00195089609401821,0.210687357627596,0.0736962127884376,0.390729961969224,0.350651013817295,0.658358772007957,0.397875378345702,0.253836144159728,1.47588429066549,0.0191430699980809,0.0572995317536851,0.0139137163467461,0.0712713040393695,0.0820615856266605,0.0465748077004958,0.0514407503092417,0.0456637228452385,0.0495779819353566,0.374784130506722,0.207412468936485
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",703,-6228.1833620674,18.9536720781314,0.000589847652808205,0.000182634039466842,0.00214367401287785,0.88357014142689,8.39450264927447,0.774897694836193,29.9379975940491,0.0410391894240828,0.227994717766447,0.091054855367065,0.334780377217941,0.901542203559743,0.966496883716425,0.253108111743423,0.0128755027423881,1.43937943121705,0.0180313865580389,0.0105497195320356,0.0366837629103292,0.0651758187625697,0.00892176389204564,0.024432564825079,0.0345126983098306,0.0379599362221818,0.0069775489354041,0.516912122453384,0.25787406415714
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1304,-6108.77710860915,29.886847112972,0.0284191932706869,0.000379308362191052,0.00263803100026108,0.660555428208003,249.755056613683,0.0527718318533702,279.066814614203,0.00105984843239237,0.104421001871254,0.132510606682038,0.439731513906896,0.355604925640357,0.0446140829618453,0.783603564592565,0.14375186977725,2.25159235097494,0.92486944239442,0.511641955189449,0.0273489633942113,0.0470801740988742,0.0336858245874938,0.026745286415279,0.0428179171000921,0.0356052483420623,0.0019756474830462,0.00766070194754202,0.26543828144195
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",412,-6142.64563528855,1.07491715885283,0.00547468990765823,0.000978908105622244,0.00313214244457317,0.0126756287219231,61.085498490601,0.425473274003261,6.54794499287535,0.140321804153318,0.180232853527701,0.0725586412805389,0.691421607629393,0.622949808864702,0.550864414541966,0.31730910219705,0.00154125897972767,1.69474161734735,0.272029957291904,0.252672802991821,0.0441282529382136,0.011958086487615,0.02548984331228,0.0238688527821284,0.0163432183368546,0.018696484975122,0.0146824103466221,0.450628061208676,0.141531986620667
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1848,-6160.66905259688,1.11698377986838,0.00671279533432778,4.30240648128968e-05,0.00512606925086603,0.0644587386724048,36.4860195131923,0.915828487394072,66.9797111236815,0.434373365441563,0.170924905545156,0.137897146567125,0.603791897793934,0.268794996642036,0.915108166995905,0.0235823923771468,0.0012661993567448,1.78509163586477,0.369478282181434,0.160877087527396,0.0448835811618601,0.0348064237934485,0.0445782791675349,0.00803378089521808,0.0467054105995787,0.0212752235947327,0.0192672727390698,0.179494502491873,0.440078438029288
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",542,-6145.31307399694,7.05108485552028,0.00260156615618002,0.000430787681047202,0.00113503645517285,0.893808380585107,1184.11793683786,0.828182710823067,4.87584391565638,0.182479663021934,0.0975285932046452,0.0225887659191364,0.0637766383665028,0.756591583494957,0.445058977448436,0.778380189757351,0.00402903001030365,1.60969441055368,0.969360621175362,0.0119914946638796,0.0109267972146255,0.0248101683226132,0.0178767948442645,0.0257510260123604,0.0615245136922053,0.0360366679772405,0.0237148099961891,0.0504657447717529,0.736901982504869
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",773,-6184.27376542216,6.96796024180607,0.000926235808264877,0.00122379697814694,0.00119432499715722,0.820401200162587,58.8319535671316,0.906189922658806,206.02994937787,0.213469629802898,0.12612549176674,0.172162647421088,0.598213943016197,0.218186898118386,0.812626759421625,0.424999668782258,0.00282393192669557,1.5818068042107,0.244699128807259,0.153856728606686,0.0582717209357162,0.0595608022534485,0.0231643121864401,0.0564872062940765,0.0227784930125941,0.0254747172966065,0.0256706657467314,0.0214728122064406,0.55326254146126
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1829,-6427.06024798798,8.5264765131755,0.0364371350740434,0.000183445380622274,0.00258259830099513,0.730195615829974,4.2939486194701,0.584581302435615,44.8883769368771,0.091781600700763,0.152683162655024,0.110631924115864,0.392053173482402,0.802133003100995,0.92196555627687,0.463108076346339,0.000543106354301578,1.43977971007471,0.0788445705634358,0.0270957537601755,0.0788901759000158,0.00332865815411647,0.0830457850634545,0.00747745553558397,0.0513819204096335,0.0575178766654418,0.05967673706946,0.501754885866322,0.129830751575797
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1387,-6140.38782511087,3.80630301545896,0.00082954776874338,0.00275952054668972,0.00128224886823467,0.565742375127132,44.3236539109266,0.146955988910237,392.337238507571,0.111925489699579,0.0823039485674446,0.118170459130444,0.902450651316327,0.925049305294589,0.0910567902660054,0.911542466993143,0.0055136665606815,1.73700337296271,0.229025133937227,0.177798679968284,0.0195525502687633,0.0263775264060751,0.00800942739471936,0.00673620512684807,0.0185679497613698,0.0185774423706564,0.018749210154227,0.428333890126353,0.277297118422704
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",997,-6155.08546298615,6.43120833044142,0.00114131511070059,0.00742242390501798,0.000479961645764742,0.0852846643986121,156.814461355648,0.910377013392122,671.400403756427,0.00877254869993446,0.0921156667370912,0.161609651365401,0.871015825949921,0.390985212347248,0.581248910518683,0.95327159652965,0.0730065904481923,1.96341815428988,0.064673000141407,0.0376987515899499,0.0223401788543752,0.00362382893483342,0.0348228512438899,0.0388173269600529,0.0377765732962614,0.0166916414737246,0.0261631649307793,0.509842926294041,0.272222756422093
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",574,-6250.68199835936,35.494410236535,0.00327537163798944,0.000113325342815517,0.000748367804593517,0.638040848647438,39.6301776591064,0.275118613839583,8.26390610523837,0.0090047589761647,0.115011490553703,0.191810765379157,0.0655034821029651,0.405702922983582,0.393039946412525,0.809853052129484,0.0472372218876142,1.50792087117758,0.0904540421334048,0.051514420622665,0.0668001005664108,0.0115884133965695,0.0774121660642068,0.0670091483756052,0.00786477276525421,0.0197796910865636,0.0712986247241159,0.207695703755363,0.419036958643246
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1996,-6528.58751886894,1.25351187104063,0.00531438381113666,0.000305155963478836,0.000473277022755155,0.647116181195793,1627.6096117053,0.1058497585679,57.9881012983581,0.0628226676498968,0.603057623975366,0.0998344306938307,0.0337087977333147,0.316463943351096,0.415695603383702,0.0819985382012349,0.0101766307199072,1.45533001157772,0.853084309529195,0.207463220876544,0.0155516078224906,0.00749981884969018,0.0179303137746899,0.0137947527124326,0.029848652617347,0.027876900917165,0.0196690018542309,0.273547098762213,0.386818631813197
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1151,-6237.97108668152,8.03134030865894,0.00155175646400803,0.00918416339660739,0.00284378198915389,0.406977284332204,653.874980669682,0.0919786009630512,34.513039976232,0.333564744125491,0.152829814992851,0.114212718105146,0.334486000820586,0.825450954656557,0.665318710548421,0.493082959454051,0.00122761581165137,2.05325016416459,0.0167110366202205,0.238468647742326,0.0127072141444362,0.0188889502209266,0.0264367768646631,0.0267071840196365,0.0297999802292193,0.0165655600609425,0.0238092931224313,0.349776570850444,0.256839822744974
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",315,-6177.77904155458,4.42454624610185,0.0012129073668164,0.000344083383878371,0.00066766270974538,0.490814962025317,52.3207412044277,0.606735468433443,51.1455921174367,0.0610179438347076,0.197893171215089,0.222771664054255,0.992507809171341,0.0306866225769566,0.149857551843609,0.343510270153033,0.00511475396030674,1.82656099404126,0.0528350754740554,0.209088153679777,0.021069073311936,0.0445727584190391,0.0494512997825935,0.0144429024338392,0.0104483696696222,0.00851019744986868,0.0214875968877403,0.427409765501221,0.193519882864362
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",1168,-6128.95297776765,37.5231818255623,0.0046718477291281,0.000144049488892491,0.000288023724357971,0.692760768971739,1.25620619756307,0.922566614184905,94.3866335003463,0.00114664375370013,0.135908719860293,0.125023065750226,0.490112706884816,0.135946284549698,0.16211334172628,0.570285287676268,0.308163173032616,1.79902396586183,0.331890764953633,0.338868864212685,0.00652634719312099,0.0364818976718276,0.0535198774635765,0.0453254205291355,0.0453845783113263,0.0391107042268018,0.031974393594051,0.00594216542190093,0.396865751375575
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",281,-6338.63443519369,1.66042008743972,0.000921332116367576,0.00434812940108315,0.000218390074153759,0.416335688214794,104.488025781109,0.244882078953257,72.4942313546289,0.798767012908621,0.100514828153284,0.0755152292231206,0.207620662111492,0.486617208001112,0.169722914830246,0.327663368371641,0.00107294446685291,1.62183178420389,0.263165916882206,0.304830091469747,0.0344263496836113,0.0454702820115106,0.053882934793877,0.0644898647371304,0.0165255690541858,0.00861490918198137,0.0399032794833892,0.0577673384295596,0.374089381155007
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",452,-6232.16052930233,6.154269362176,0.00620472205836234,0.000416118956445747,0.000612123586044047,0.362389602708408,6.21504014150078,0.225025704240401,40.7083237148671,0.0148228387838692,0.311129195539941,0.140741880241838,0.311698137626636,0.0858896528431111,0.791906470140472,0.298581474974252,0.0086412037415707,1.52584099793236,0.154375149485197,0.00409534958579655,0.0121214029595939,0.0364436794664357,0.0399801957050498,0.0362087658292804,0.0139690815344593,0.0487307534177083,0.00325301396330779,0.028796943758659,0.776400813779709
"US","waning.diff.protection.same.symptoms.same.transmission.diff","all","two.weeks",639,-6263.68641911862,8.56914934099068,0.00119062475220818,0.00274903897207555,0.00127306117941967,0.105573837140142,3.02100038858238,0.350646883164048,42.0271382251312,0.0352986971374226,0.0770696801610572,0.0252117228347957,0.0708205664397493,0.126244195029144,0.483182112164028,0.949402969018712,0.113768595288149,1.970416106534,0.973681469504534,0.194386406944214,0.0228012190459649,0.000808049661791269,0.0191037062596381,0.0636883962275828,0.0193614245246664,0.0207160336703377,0.0255772483561775,0.171608454412645,0.461949060896982
