"loc","model","subset.data","smooth.interval","lhs.row","loglik","se","Vn_wane_rate","V_wane_rate","Vn_fail_rate","Vn_symptom_mod","V_fail_rate","Vwp_symptom_mod","Vap_symptom_mod","naive_symptom_rate","beta0","beta1","beta_mod_An","beta_mod_Av","beta_mod_A","rho","sigmaSE","lag","S_0","E_0","En_0","Ewp_0","I_0","A_0","An_0","Av_0","Vn_0","Vwp_0"
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",12,-36679.4797656983,0.799234749721695,0.000479927329068628,0.000318443163556502,0.412489768479067,73.0637976373979,0.243819297109959,10.1428175691809,40.2988386514721,0.0490994998041935,0.000504297643192253,0.799895288067814,0.425647104341414,0.1515445374801,0.00272579379756718,0.946237362453541,0.335985481242149,0.282178658919353,0.332151977606219,0.00166430564896666,0.0107466906896377,0.0289526577897241,0.0323715801017916,0.0144882088329992,0.0182065052260438,0.0066325305314429,0.27424492850324,0.280540615069934
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",13,-36656.2720282017,1.03639152839992,9.87427571175157e-05,0.000730598725461799,0.149400264732978,23.0189243872024,0.98131252200888,546.688965331585,57.6784335560439,0.000544110187751058,0.076162083535829,0.119659340324132,0.0643250533672895,0.613732267677922,0.786454636021796,0.868662349591704,0.0148097933899162,0.990615596675817,0.0116420479250867,0.104950467791267,0.0595497329237762,0.087820314250384,0.0377451703910676,0.00145365694854019,0.0986703612867272,0.00829412626296836,0.489748503370948,0.100125618849235
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",14,-22653.8848066065,27.3072688269505,0.0015664873616769,0.00113998980696127,0.540825755660218,236.16409802868,0.703429993075649,21.412909580003,31.8135557510439,0.00654185616891145,7.76069411278878,0.190261899334292,0.868522848194701,0.00975505194984896,0.414824751517324,0.586868985716891,0.761803099567793,0.0413721665282586,0.212647374825988,0.00810789689377905,0.0406605795200776,0.00491608658839082,0.0349779895382467,0.0247163538830233,0.00464667534935305,0.0254606782842553,0.394922349825458,0.248944015291428
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",15,-6597.30208741974,5.76556424789857,0.0086469983173251,0.0008386650942171,0.980386673097493,60.0121547376761,0.0999176694684463,22.6409337340709,23.9883667644333,0.893269305961004,0.0708648198308652,0.368906309373562,0.264878070969426,0.226037112265543,0.951101364794387,0.0178485344842438,2.224877231275,0.00674960030329898,0.355351446448843,0.0450685669940692,0.0318935413165411,0.0421425926751245,0.0232547121287974,0.0126150829233832,0.0176565692258951,0.0148005215283319,0.0435014926754946,0.41371547408352
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",16,-7853.85192766797,66.1633662564911,0.00410164515517239,0.00487700343813966,0.376015701690893,302.709702162405,0.486310835547273,271.222311596361,29.1822942785799,0.213379296533192,0.177511001589833,0.0784714686338747,0.791661862545037,0.983000846479818,0.196671168065928,0.595191273044063,1.65460076942823,0.484098554329331,0.183804824323448,0.0266944587833636,0.0101267507718896,0.0217173534501598,0.000158471989666003,0.049270558806107,0.0573116307287901,0.0515677434318005,0.397917710743647,0.201430496971129
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",17,-6724.96131358678,26.384034322693,0.00109031344661888,0.00196681288186791,0.312711678515967,264.480592403235,0.911052740379515,121.600392833547,30.8131545013336,0.0132514264652943,0.14899164930673,0.100070354235476,0.53336791770223,0.0709176366384078,0.752450177886958,0.0330463871996728,1.48326298935267,0.0201218457191534,0.429560103969188,0.0259355120294064,0.0206080712917762,0.0614748677510992,0.00251946297544316,0.00339476948232155,0.0159661177259942,0.0637145893800526,0.344770002746363,0.0320565026483551
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",18,-6736.66067447297,72.0433516075727,0.00406461089180466,0.00286532484473224,0.543839948955632,75.6242234017273,0.630724102207554,49.1650047596678,262.314463604334,0.00860989010332993,1.93467999611614,0.0303394858725803,0.291273577089803,0.268104925811263,0.014138189387348,0.0550742584264683,2.57877670459643,0.248944717351247,0.0191721481456249,0.0406030910729136,0.0395035834596571,0.0159685610127794,0.0273826863590831,0.027339262449961,0.0352853367815765,0.0194052106292415,0.499983922637502,0.275356197451661
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",19,-30471.9451287986,20.8396052694156,0.000204374139266461,0.00796364382632019,0.568584889164075,492.539060223276,0.148642506538755,12.9284495453157,343.528522617333,0.044942958670901,21.3163225703832,0.340895659914621,0.84597606593295,0.7637707311315,0.939418324549588,0.891590412616858,0.0107875479168683,0.394441270577965,0.187663902679555,0.00436402265630157,0.0296656213465538,0.0340898227862776,0.0476257551824039,0.0183507720899826,0.0579961777715114,0.0374776335806024,0.107022130470434,0.475744161436378
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",20,-36692.6422865247,0.102320067027487,0.000259523732067825,0.000726100952199456,0.217921512297703,10.2361203257676,0.322899941303711,8.5405631292656,12.4326814238785,0.0137130236435921,0.0145962581600167,0.434069357699899,0.185770439805138,0.418976599675705,0.298272792903787,0.0300889106989246,0.52125742030205,0.137031660324019,0.389021097406792,0.030030805108859,2.439965892876e-05,0.00343042477281006,0.0140072669183754,0.0398841825637384,0.0228522475429107,0.00434870130419209,0.346920178878623,0.149480695844771
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",21,-36695.084193551,2.52475137816701,0.00119904420789403,0.000326045530992263,0.274959616925123,24.8057096826559,0.338655715471219,7.70125351891967,24.8756927332376,0.00685667476345565,0.0013467785626346,0.160803968368022,0.936131812267515,0.138797792496121,0.489074378829181,0.898486022192718,0.160088186302125,0.678413432972673,0.105271363730677,0.0108178802493509,0.00749060386127024,0.0125477613671902,0.0544336872804954,0.0407250011944746,0.0348841282902788,0.0140061251052077,0.180075496678592,0.539747952242463
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",22,-34793.4027834479,52.8450215891702,2.10008287450836e-05,0.000135089467674398,0.824052254459045,5.34884418865435,0.425555316061258,90.5848322126438,46.8353644272626,5.96034103913057e-05,0.608474109798303,0.970426869591622,0.474080780003835,0.199927646654407,0.15276907780769,0.880180556304581,4.03929901266392,0.246984395638958,0.289308642653105,0.0341338406063382,0.0286564363007581,0.0336940570837561,0.0186332047261194,0.00772831404096563,0.00348570546120222,0.0319638884907718,0.365397280628,0.186998630008983
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",23,-6990.69838568528,1.84841028596817,7.16799416942303e-06,0.00407369987436316,0.00822947949915005,56.0858439346357,0.955404238243105,47.3880449856398,235.301071149989,0.823999114118184,0.532282995736046,0.900180393585223,0.0848731365267707,0.0873829701927566,0.95327620511078,0.0481662492864894,7.1229186673508,0.0168637093406945,0.601164455239862,0.0308088426078588,0.0618184238795096,0.0307886878726177,0.0111749940849796,0.0627135027118812,0.0236501361414372,0.0301817935531553,0.038586141835088,0.10911302207361
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",24,-36598.2632496664,7.75830303247325,0.000789106580616397,0.000155792600494661,0.942884064304311,42.6540674968526,0.499171071314906,20.5904779234103,19.9560862405837,0.00161438435828416,0.362219435453166,0.589389085000745,0.153499628011844,0.614784505004972,0.335019594231318,0.00154992691186107,0.110168195682419,0.806170326031293,0.201222249143954,0.0419159233784717,0.017079594048988,0.0434930568581605,0.0320427517566833,0.0202999963784191,0.0392214514463324,0.044869826947856,0.242687477993429,0.317167672047707
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",25,-29084.9848164085,89.0357688436343,4.64970654057527e-05,0.00128837939638283,0.133814942907498,115.386107765469,0.299105145951742,35.9590900686962,102.395434597834,0.929891888843862,2.09188307168651,0.984812988906326,0.156099903879784,0.990063718005214,0.384171517520146,0.299353235666185,0.759870816076345,0.0102689462362053,0.455831994755313,0.0158028333266053,0.0191129062519213,0.000405627124559733,0.0649567671506073,0.0217948828394446,0.00884265400826361,0.0349797500070742,0.0735751753346425,0.304697409201569
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",26,-6745.10201609491,17.6137318237055,0.000142277287700687,0.00143386420743753,0.492475283947786,35.9922231049303,0.459232369863958,50.1283306367144,42.9076590209787,0.311695336913667,0.103258205636731,0.114920223007492,0.968669791105948,0.627108136517855,0.625604874398838,0.0329595977649978,1.35224571718983,0.922087055413851,0.108591109405554,0.0334500970420393,0.0361328753029045,0.0243657489455613,0.021988610940543,0.0398970822631415,0.0272127536848552,0.00127073533433115,0.278503785999336,0.428587201081734
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",27,-18820.217396606,9.30306058256873,0.000530966226865668,0.00212352963129854,0.956940376080551,34.9782803141204,0.425455582773965,69.0952537685307,79.3054857915076,0.0630167409270669,1.47414964270326,0.1600760700463,0.851709272453244,0.133128892049336,0.325469571855263,0.0407173629657891,1.80549267733226,0.96620071636656,0.266917715212593,0.000625943626727691,0.0341262770050284,0.0144076434885937,0.0123836348911103,0.00584766610828464,0.0492883665192403,0.0426409090090826,0.198065091698904,0.375696752440435
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",28,-36220.7976238557,1.02923414343037,0.000130848848874566,0.000589578069537965,0.112178501307224,103.693974769337,0.0093702509283709,5.06810150180027,1.8370086272592,0.00489644401299343,0.0154413404572435,0.879127394912586,0.904557316316833,0.924204424986433,0.314572771410407,0.481380937648081,17.7811300485357,0.0463779971993529,0.419680016620491,0.0220626794338297,0.00255124074976771,0.031270197716137,0.0317236465360069,0.0227104212848422,0.0152784591851527,0.0122238149779538,0.350981117195955,0.0915184062998638
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",29,-36665.6732739332,1.00922165025796,0.000921307975594575,0.00579308411155599,0.880710563179512,19.6018396338128,0.286982753703819,6.4716130838794,27.0337603219619,0.00782631873893439,0.00226359176017914,0.903336397540085,0.230159437180923,0.0411382903347116,0.331090099971172,0.985259643100445,0.0947104813462411,0.194675811686353,0.0809120748831792,0.0114960705530719,0.0165283058210059,0.0693921547432415,0.00768181335769549,0.0780349037420187,0.041387530857086,0.0331269897356188,0.188418496624208,0.473021659682874
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",30,-36701.8115476215,0.00132257232129084,0.000290826543712847,0.00184840897089061,0.593375171411491,275.695123962133,0.110350859465592,21.7183412750696,230.267201869693,0.61039416495284,0.00344201478989583,0.985953411907898,0.738192536723552,0.71617461945119,0.744828488844148,0.000293774357537145,0.0351552779526441,0.944596495676294,0.324810839340388,0.0357503496520092,0.0352153781251694,0.0214404300096521,0.0306999017130886,0.0260330858979379,0.000666204606531308,0.0497442412591687,0.419997879036801,0.0556416903592535
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",31,-10594.016120246,11.2914295467891,0.000536065934766669,0.0016014264819387,0.361475480579416,12.2256970567978,0.353975027322015,20.8464042290729,20.3482143017962,0.00462892209039434,0.289990238559357,0.584916366369617,0.0586593629758368,0.53718441369607,0.436588605524874,0.101072256581243,3.25637084208696,0.15263059011444,0.386008905560389,0.0178698532635845,0.0449915505071537,0.0307489966416128,0.0389545196749344,0.0363437197899571,0.0133497155468045,0.00644291612815301,0.259026280794172,0.166263542093239
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",32,-36674.5617004687,0.700213006426012,0.00066873109767704,0.000319962221945791,0.612252009340952,73.1761394683056,0.960038658420886,114.029017223944,6.67039921570543,0.00623984709797727,0.00694195560627164,0.0875427226762426,0.577164925988172,0.0524513493200025,0.996714417734765,0.65017592854473,0.00425953250425,0.422535646217418,0.140576280972275,0.0337751593033599,0.0171696386592626,0.00486097522483307,0.0129739531297144,0.00908153694266143,0.02893391404843,0.0268349506368364,0.394886362618059,0.330907228464568
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",33,-6432.14561967475,35.0529281498313,0.00229087955576726,0.00139666852509446,0.047933825682915,3.03728254526263,0.035703265025242,2.27700471651351,99.0146372913529,0.231907230011854,0.272864183916942,0.123901708087653,0.720060305861369,0.888160628135344,0.0419940355931641,0.00956768056932606,1.57234697694947,0.00824438434444034,0.141041169179927,0.0367508687868692,0.0412811727491328,0.0387276331992402,0.0309976524125139,0.0232107402948041,0.0442914631194174,0.0437512781230184,0.231071718741095,0.368876303393982
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",34,-32165.7966753747,0.179632211580227,0.000749139487833273,0.0317841849753434,0.511451776386881,761.48947662718,0.769651035432194,64.4442046159393,1.80177323829895,0.942902458424867,32.9630017486778,0.327741145279904,0.0324483896630648,0.00821160517826458,0.486979931564369,0.00161725799652038,0.00338859957779362,0.0170320448595613,0.539425912288087,0.0198270711696412,0.0288779434240243,0.024770356116705,0.0136728228701772,0.0621772581662669,0.0331158929123861,0.0309757533899995,0.0272741763249554,0.219882813337758
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",35,-15761.209046859,18895.5559378086,0.000189405948859491,0.000885476774365524,0.67943061305064,130.85979237699,0.938427539087026,108.73580951431,26.3617256587195,0.212153419023727,0.183233642577188,0.0923862478200862,0.635252335415404,0.0798950392187298,0.0947402171251779,0.902522920909761,1.08666136089292,0.844040908385452,0.315454510451041,0.0323043344868408,0.0100751056100992,0.0348266608102028,0.028799642173913,0.0138269383607181,0.0147796254536601,0.0430985795127896,0.457079322511799,0.0497552806289367
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",36,-31592.1002111996,1.59698509585616,0.00637867543558267,0.000184794883077176,0.0339985265646008,258.75882495909,0.686719344872712,99.5031658609423,19.8502238280857,0.0161867763579861,1.22081030699244,0.879886981266516,0.00135358319472288,0.639532099889772,0.94901446520827,0.00303598181164252,0.0567217364106761,0.0725989776093814,0.0431142190008106,0.00422559238093391,0.0524969805733664,0.00874480568321368,0.07721928780955,0.0575460970007781,0.0571644532334733,0.0168927501025552,0.227069312675202,0.455526501540117
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",37,-36756.165839464,0,0.000964792745614459,0.00483437391362163,0.969460335078374,10.019295852204,0.674126297101953,260.246279285035,170.600375531385,0.725539876461918,0.0874172809453567,0.033225478254551,0.835379070082664,0.440010156133074,0.0318034430872532,0.681712845135988,0.0543400023598608,0.00143935851259548,0.431946023170594,0.0312120856227465,0.0260350306906803,0.011962777307159,0.0162412411247665,0.041778246437196,0.0173655134703439,0.00525774199313186,0.311845290900852,0.106356049282531
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",38,-6948.19594304635,49.0066357382214,6.94796643991926e-05,4.65552156180462e-05,0.538351400730474,35.5148250489784,0.364484543704293,55.2862538816983,170.228154269639,0.335977403424386,0.507075823789196,0.844370076039425,0.00409670737424659,0.835067725089541,0.533827715249057,0.575881589735204,5.91572178539924,0.0195929645538023,0.248669182816901,0.0109730669301953,0.0028277465778848,0.0454954483967968,0.0481551024020195,0.0223917617263753,0.0519033248618959,0.0345350171202993,0.100430942052946,0.434618407114686
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",39,-36368.2420730446,0.00484608259666886,3.67719914351817e-05,0.0181792672812694,0.145137778265968,2.88875177696879,0.0282830604587221,260.128992820481,17.7912551369827,0.00493193902456186,0.214961132919206,0.876469828902902,0.944065909384138,0.906050781427305,0.735970192674084,0.000877094853511073,0.0345077519031089,0.0538033200031882,0.0747884896027739,0.0425852648395905,0.0119696510206604,0.01991980279887,0.024452078401558,0.0241584902120618,0.0261742613368217,0.0144488415027371,0.361131307202899,0.400371813082028
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",40,-6206.3136020877,16.0740084007252,0.000957675777553925,0.00730721533784634,0.762690879824988,19.9392593967706,0.455888634340513,12.8185059600149,100.990699899621,0.0474076528551864,0.0826827733743809,0.136387204849632,0.323937701678405,0.099812333498671,0.985578152542141,0.017537603520668,1.56482231488535,0.174794111555375,0.34876872840105,0.022017406759761,0.0399608499179923,0.0511927591245369,0.00434387063096693,0.00644039535351428,0.00662440210025465,0.04472640978605,0.223955584136275,0.251969593789598
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",41,-27873.0692887395,9.81854326543776,0.000371968676258066,0.0010970732168053,0.0386797619815452,259.046477053225,0.653309186497733,83.9309117787631,45.6194789863254,0.00248331749644004,39.6185452282274,0.974309124660605,0.140367024123536,0.00880307023277891,0.754558609564903,0.498743235420824,0.465604954256901,0.00317244254263094,0.200058171274211,0.0339312418418714,0.0409039348829729,0.00214884050129452,0.010569718530561,0.0069158696252726,0.0372064401217201,0.0279658270387332,0.372794384376381,0.267505571806982
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",42,-31783.7059714928,5.31997164368673,0.000211667764911285,0.000304162718816777,0.723904828951706,1.39886338882536,0.0678707871812062,64.9959375566014,2.44958311833774,0.016205289250168,1.40615602341603,0.591253085027088,0.957895613410199,0.719647727035699,0.0947685482144133,0.0855898290477046,0.0355418747234422,0.0562677179200978,0.497260968671652,0.0179504888068236,0.0238973837912666,0.0280534533684421,0.039300358880328,0.0342233403617248,0.0222011956815171,0.00838166958000349,0.256592927508823,0.0721382133494194
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",43,-6953.61065759985,26565.9405363598,1.6019789128603e-05,0.00774840417290667,0.879202393916813,650.27093371414,0.874823044077882,9.91202191596851,81.695673586959,0.666083619091309,0.273949669355999,0.0250390732319233,0.0171668437495056,0.868563250260861,0.785850848730162,0.0522758427700075,3.72383641601964,0.0161138795679307,0.32863260140766,0.0287669637886292,0.0107207693326096,0.0134630927578417,0.0247713481284014,0.0189505391905867,0.00902401158473894,0.0421036864989512,0.338345695661938,0.185221291648644
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",44,-28363.4724730043,14.4879839185262,0.004205955255945,0.000763707260723158,0.0483340987523544,19.3461726512412,0.927702533925835,12.2058876803604,126.056224990328,0.000348070636951057,2.88131477103683,0.957777714661412,0.715309701466024,0.259990779563469,0.589802129877234,0.266147635712208,0.444677746497478,0.055836572238695,0.144208986855607,0.00728988926684003,0.0398569618137857,0.0456616944973077,0.000985978482919596,0.0531904857818665,0.0381285880448823,0.0252492777862336,0.147324917727475,0.498103219743082
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",45,-36680.1895523279,4.76440867300274,0.000185997359346159,0.0118982438181787,0.349448496157026,127.79902792369,0.363579931870498,173.985618005119,91.1208044226932,0.00166395291885052,0.00199011785414147,0.16785475386129,0.0515378429585233,0.818255883303595,0.615427534292442,0.968478975202436,0.0108161273107745,0.732389254667199,0.344887169913902,0.032277741705142,0.022425913748202,0.0390279048936921,0.0269179552336838,0.0230186809995614,0.0125724924956347,0.0121882224867755,0.374585400886265,0.112098517637141
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",46,-36667.7713798927,4.55479761943233,0.000539078196986873,0.00265973772471352,0.0660882769059851,43.1707247822793,0.898386045259423,10.119655911829,25.8012698318897,0.0203223494551053,0.00367244941824536,0.411690959288742,0.332663634420945,0.0394695307052401,0.137214925384583,0.207278148692886,2.67284964637262,0.17682965942385,0.208502306278122,0.013163326550109,0.00615212933834453,0.0252139737228376,0.00790870100160187,0.00321383987402692,0.0495520942443175,0.0441259983765382,0.192954167828101,0.449213462786001
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",47,-6553.9605273571,29.9177670435814,4.6381276491055e-05,0.00107535676064448,0.622686907478712,264.752070696373,0.288869572131673,49.6154435781286,12.7873728537647,0.116636206344688,0.353111279781817,0.731296747320019,0.193931516637061,0.423263053514338,0.988244059772705,0.0178766798187775,3.32091063844095,0.0273249483996173,0.0750771419349186,0.0613809107245652,0.0222566799749198,0.0420731415233211,0.0254389077350787,0.0507527726263568,0.0323800451843453,0.00253923493973131,0.376769731354224,0.311331434002539
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",48,-10312.9282787392,213.367357911456,0.000383920397592253,0.000311723504530978,0.997369838220168,33.9476345784906,0.0671372405876387,10.0283967129315,38.4196036171838,0.952372426996363,0.0763815235206146,0.00871896043449634,0.862366639164492,0.685844226638881,0.451526736063277,0.94699079576266,1.36791893244138,0.960259252403057,0.564362925514073,0.0506875991793437,0.0817747163333009,0.0168677433747828,0.0836976945916657,0.0288378206077489,0.0053534259740463,0.0502976969995941,0.096167486157279,0.0219528912681657
"US","waning.same.protection.same.symptoms.diff.transmission.same","all","two.weeks",49,-31872.5874842454,14.4918011998812,0.0100270520358059,0.00109335099057975,0.767647261471987,277.749254565865,0.116862049891995,53.9022558899893,6.59387004160085,0.369235650499911,0.316200159003022,0.107045769203121,0.592121614646156,0.125341399780214,0.764064735800421,0.000143217092032726,0.0338466197459297,0.103899899684732,0.157635173113191,0.0131831257568896,0.0338796341627626,0.0312179156106992,0.0446376902969238,0.0238512407202895,0.0443470840764622,0.0271342082360197,0.446982496997345,0.177131431029417
